id,district_id/id,name,zip
nstda_ccsc_m_tambol_113,nstda_ccsc_m_eamphur_15,ต.สันติสุข,50160
nstda_ccsc_m_tambol_114,nstda_ccsc_m_eamphur_16,ต.เวียง,50110
nstda_ccsc_m_tambol_115,nstda_ccsc_m_eamphur_16,ต.แม่ข่า,50320
nstda_ccsc_m_tambol_116,nstda_ccsc_m_eamphur_16,ต.แม่คะ,50110
nstda_ccsc_m_tambol_117,nstda_ccsc_m_eamphur_16,ต.แม่งอน,50320
nstda_ccsc_m_tambol_118,nstda_ccsc_m_eamphur_16,ต.แม่สูน,50110
nstda_ccsc_m_tambol_119,nstda_ccsc_m_eamphur_16,ต.โป่งน้ำร้อน,50110
nstda_ccsc_m_tambol_120,nstda_ccsc_m_eamphur_16,ต.ม่อนปิ่น,50110
nstda_ccsc_m_tambol_121,nstda_ccsc_m_eamphur_16,ต.สันทราย,50110
nstda_ccsc_m_tambol_122,nstda_ccsc_m_eamphur_17,ต.เขื่อนผาก,50190
nstda_ccsc_m_tambol_123,nstda_ccsc_m_eamphur_17,ต.เวียง,50190
nstda_ccsc_m_tambol_124,nstda_ccsc_m_eamphur_17,ต.แม่แวน,50190
nstda_ccsc_m_tambol_125,nstda_ccsc_m_eamphur_17,ต.แม่ปั๋ง,50190
nstda_ccsc_m_tambol_126,nstda_ccsc_m_eamphur_17,ต.โหล่งขอด,50190
nstda_ccsc_m_tambol_127,nstda_ccsc_m_eamphur_17,ต.ทุ่งหลวง,50190
nstda_ccsc_m_tambol_128,nstda_ccsc_m_eamphur_17,ต.น้ำแพร่,50190
nstda_ccsc_m_tambol_129,nstda_ccsc_m_eamphur_17,ต.บ้านโป่ง,50190
nstda_ccsc_m_tambol_130,nstda_ccsc_m_eamphur_17,ต.ป่าไหน่,50190
nstda_ccsc_m_tambol_131,nstda_ccsc_m_eamphur_17,ต.ป่าตุ้ม,50190
nstda_ccsc_m_tambol_132,nstda_ccsc_m_eamphur_17,ต.สันทราย,50190
nstda_ccsc_m_tambol_133,nstda_ccsc_m_eamphur_18,ต.แม่สาบ,50250
nstda_ccsc_m_tambol_134,nstda_ccsc_m_eamphur_18,ต.บ่อแก้ว,50250
nstda_ccsc_m_tambol_135,nstda_ccsc_m_eamphur_18,ต.ยั้งเมิน,50250
nstda_ccsc_m_tambol_136,nstda_ccsc_m_eamphur_18,ต.สะเมิงเหนือ,50250
nstda_ccsc_m_tambol_137,nstda_ccsc_m_eamphur_18,ต.สะเมิงใต้,50250
nstda_ccsc_m_tambol_138,nstda_ccsc_m_eamphur_19,ต.แช่ช้าง,50130
nstda_ccsc_m_tambol_139,nstda_ccsc_m_eamphur_19,ต.แม่ปูคา,50130
nstda_ccsc_m_tambol_140,nstda_ccsc_m_eamphur_19,ต.ต้นเปา,50130
nstda_ccsc_m_tambol_141,nstda_ccsc_m_eamphur_19,ต.ทรายมูล,50130
nstda_ccsc_m_tambol_142,nstda_ccsc_m_eamphur_19,ต.บวกค้าง,50130
nstda_ccsc_m_tambol_143,nstda_ccsc_m_eamphur_19,ต.ร้องวัวแดง,50130
nstda_ccsc_m_tambol_144,nstda_ccsc_m_eamphur_19,ต.สันกลาง,50130
nstda_ccsc_m_tambol_145,nstda_ccsc_m_eamphur_19,ต.สันกำแพง,50130
nstda_ccsc_m_tambol_146,nstda_ccsc_m_eamphur_19,ต.ห้วยทราย,50130
nstda_ccsc_m_tambol_147,nstda_ccsc_m_eamphur_19,ต.ออนใต้,50130
nstda_ccsc_m_tambol_148,nstda_ccsc_m_eamphur_20,ต.เมืองเล็น,50210
nstda_ccsc_m_tambol_149,nstda_ccsc_m_eamphur_20,ต.แม่แฝก,50290
nstda_ccsc_m_tambol_150,nstda_ccsc_m_eamphur_20,ต.แม่แฝกใหม่,50290
nstda_ccsc_m_tambol_151,nstda_ccsc_m_eamphur_20,ต.ป่าไผ่,50210
nstda_ccsc_m_tambol_152,nstda_ccsc_m_eamphur_20,ต.สันทรายน้อย,50210
nstda_ccsc_m_tambol_153,nstda_ccsc_m_eamphur_20,ต.สันทรายหลวง,50210
nstda_ccsc_m_tambol_154,nstda_ccsc_m_eamphur_20,ต.สันนาเม็ง,50210
nstda_ccsc_m_tambol_155,nstda_ccsc_m_eamphur_20,ต.สันป่าเปา,50210
nstda_ccsc_m_tambol_156,nstda_ccsc_m_eamphur_20,ต.สันพระเนตร,50210
nstda_ccsc_m_tambol_157,nstda_ccsc_m_eamphur_20,ต.หนองแหย่ง,50210
nstda_ccsc_m_tambol_158,nstda_ccsc_m_eamphur_20,ต.หนองจ๊อม,50210
nstda_ccsc_m_tambol_159,nstda_ccsc_m_eamphur_20,ต.หนองหาร,50290
nstda_ccsc_m_tambol_160,nstda_ccsc_m_eamphur_21,ต.แม่ก๊า,50120
nstda_ccsc_m_tambol_161,nstda_ccsc_m_eamphur_21,ต.ท่าวังพร้าว,50120
nstda_ccsc_m_tambol_162,nstda_ccsc_m_eamphur_21,ต.ทุ่งต้อม,50120
nstda_ccsc_m_tambol_163,nstda_ccsc_m_eamphur_21,ต.ทุ่งสะโตก,50120
nstda_ccsc_m_tambol_164,nstda_ccsc_m_eamphur_21,ต.น้ำบ่อหลวง,50120
nstda_ccsc_m_tambol_165,nstda_ccsc_m_eamphur_21,ต.บ้านแม,50120
nstda_ccsc_m_tambol_166,nstda_ccsc_m_eamphur_21,ต.บ้านกลาง,50120
nstda_ccsc_m_tambol_167,nstda_ccsc_m_eamphur_21,ต.มะขามหลวง,50120
nstda_ccsc_m_tambol_168,nstda_ccsc_m_eamphur_21,ต.มะขุนหวาน,50120
nstda_ccsc_m_tambol_169,nstda_ccsc_m_eamphur_21,ต.ยุหว่า,50120
nstda_ccsc_m_tambol_170,nstda_ccsc_m_eamphur_21,ต.สันกลาง,50120
nstda_ccsc_m_tambol_171,nstda_ccsc_m_eamphur_22,ต.ไชยสถาน,50140
nstda_ccsc_m_tambol_172,nstda_ccsc_m_eamphur_22,ต.ขัวมุง,50140
nstda_ccsc_m_tambol_173,nstda_ccsc_m_eamphur_22,ต.ชมภู,50140
nstda_ccsc_m_tambol_174,nstda_ccsc_m_eamphur_22,ต.ดอนแก้ว,50140
nstda_ccsc_m_tambol_175,nstda_ccsc_m_eamphur_22,ต.ท่ากว้าง,50140
nstda_ccsc_m_tambol_176,nstda_ccsc_m_eamphur_22,ต.ท่าวังตาล,50140
nstda_ccsc_m_tambol_177,nstda_ccsc_m_eamphur_22,ต.ป่าบง,50140
nstda_ccsc_m_tambol_178,nstda_ccsc_m_eamphur_22,ต.ยางเนิ้ง,50140
nstda_ccsc_m_tambol_179,nstda_ccsc_m_eamphur_22,ต.สันทราย,50140
nstda_ccsc_m_tambol_180,nstda_ccsc_m_eamphur_22,ต.สารภี,50140
nstda_ccsc_m_tambol_181,nstda_ccsc_m_eamphur_22,ต.หนองแฝก,50140
nstda_ccsc_m_tambol_182,nstda_ccsc_m_eamphur_22,ต.หนองผึ้ง,50140
nstda_ccsc_m_tambol_183,nstda_ccsc_m_eamphur_23,ต.ขุนคง,50230
nstda_ccsc_m_tambol_184,nstda_ccsc_m_eamphur_23,ต.น้ำแพร่,50230
nstda_ccsc_m_tambol_185,nstda_ccsc_m_eamphur_23,ต.บ้านแหวน,50230
nstda_ccsc_m_tambol_186,nstda_ccsc_m_eamphur_23,ต.บ้านปง,50230
nstda_ccsc_m_tambol_187,nstda_ccsc_m_eamphur_23,ต.สบแม่ข่า,50230
nstda_ccsc_m_tambol_188,nstda_ccsc_m_eamphur_23,ต.สันผักหวาน,50230
nstda_ccsc_m_tambol_189,nstda_ccsc_m_eamphur_23,ต.หนองแก๋ว,50230
nstda_ccsc_m_tambol_190,nstda_ccsc_m_eamphur_23,ต.หนองควาย,50230
nstda_ccsc_m_tambol_191,nstda_ccsc_m_eamphur_23,ต.หนองตอง,50340
nstda_ccsc_m_tambol_192,nstda_ccsc_m_eamphur_23,ต.หางดง,50230
nstda_ccsc_m_tambol_193,nstda_ccsc_m_eamphur_23,ต.หารแก้ว,50230
nstda_ccsc_m_tambol_194,nstda_ccsc_m_eamphur_24,ต.แม่ตื่น,50310
nstda_ccsc_m_tambol_195,nstda_ccsc_m_eamphur_24,ต.นาเกียน,50310
nstda_ccsc_m_tambol_196,nstda_ccsc_m_eamphur_24,ต.ม่อนจอง,50310
nstda_ccsc_m_tambol_197,nstda_ccsc_m_eamphur_24,ต.ยางเปียง,50310
nstda_ccsc_m_tambol_198,nstda_ccsc_m_eamphur_24,ต.สบโขง,50310
nstda_ccsc_m_tambol_199,nstda_ccsc_m_eamphur_24,ต.อมก๋อย,50310
nstda_ccsc_m_tambol_200,nstda_ccsc_m_eamphur_25,ต.นาคอเรือ,50240
nstda_ccsc_m_tambol_201,nstda_ccsc_m_eamphur_25,ต.บ่อสลี,50240
nstda_ccsc_m_tambol_202,nstda_ccsc_m_eamphur_25,ต.บ่อหลวง,50240
nstda_ccsc_m_tambol_203,nstda_ccsc_m_eamphur_25,ต.บ้านตาล,50240
nstda_ccsc_m_tambol_204,nstda_ccsc_m_eamphur_25,ต.หางดง,50240
nstda_ccsc_m_tambol_205,nstda_ccsc_m_eamphur_25,ต.ฮอด,50240
nstda_ccsc_m_tambol_206,nstda_ccsc_m_eamphur_26,ต.เวียง,57150
nstda_ccsc_m_tambol_207,nstda_ccsc_m_eamphur_26,ต.แม่เงิน,57150
nstda_ccsc_m_tambol_208,nstda_ccsc_m_eamphur_26,ต.โยนก,57150
nstda_ccsc_m_tambol_209,nstda_ccsc_m_eamphur_26,ต.บ้านแซว,57150
nstda_ccsc_m_tambol_210,nstda_ccsc_m_eamphur_26,ต.ป่าสัก,57150
nstda_ccsc_m_tambol_211,nstda_ccsc_m_eamphur_26,ต.ศรีดอนมูล,57150
nstda_ccsc_m_tambol_212,nstda_ccsc_m_eamphur_27,ต.เวียง,57140
nstda_ccsc_m_tambol_213,nstda_ccsc_m_eamphur_27,ต.ครึ่ง,57140
nstda_ccsc_m_tambol_214,nstda_ccsc_m_eamphur_27,ต.บุญเรือง,57140
nstda_ccsc_m_tambol_215,nstda_ccsc_m_eamphur_27,ต.ริมโขง,57140
nstda_ccsc_m_tambol_216,nstda_ccsc_m_eamphur_27,ต.ศรีดอนชัย,57140
nstda_ccsc_m_tambol_217,nstda_ccsc_m_eamphur_27,ต.สถาน,57140
nstda_ccsc_m_tambol_218,nstda_ccsc_m_eamphur_27,ต.ห้วยซ้อ,57140
nstda_ccsc_m_tambol_219,nstda_ccsc_m_eamphur_28,ต.เชียงเคี่ยน,57230
nstda_ccsc_m_tambol_220,nstda_ccsc_m_eamphur_28,ต.เวียง,57160
nstda_ccsc_m_tambol_221,nstda_ccsc_m_eamphur_28,ต.แม่ลอย,57230
nstda_ccsc_m_tambol_222,nstda_ccsc_m_eamphur_28,ต.งิ้ว,57160
nstda_ccsc_m_tambol_223,nstda_ccsc_m_eamphur_28,ต.ตับเต่า,57160
nstda_ccsc_m_tambol_224,nstda_ccsc_m_eamphur_28,ต.ปล้อง,57230
nstda_ccsc_m_tambol_225,nstda_ccsc_m_eamphur_28,ต.ศรีดอนไชย,57230
nstda_ccsc_m_tambol_226,nstda_ccsc_m_eamphur_28,ต.สันทรายงาม,57160
nstda_ccsc_m_tambol_227,nstda_ccsc_m_eamphur_28,ต.หงาว,57160
nstda_ccsc_m_tambol_228,nstda_ccsc_m_eamphur_28,ต.หนองแรด,57230
nstda_ccsc_m_tambol_229,nstda_ccsc_m_eamphur_29,ต.เวียง,57000
nstda_ccsc_m_tambol_230,nstda_ccsc_m_eamphur_29,ต.แม่กรณ์,57000
nstda_ccsc_m_tambol_231,nstda_ccsc_m_eamphur_29,ต.แม่ข้าวต้ม,57100
nstda_ccsc_m_tambol_232,nstda_ccsc_m_eamphur_29,ต.แม่ยาว,57100
nstda_ccsc_m_tambol_233,nstda_ccsc_m_eamphur_29,ต.ดอยลาน,57000
nstda_ccsc_m_tambol_234,nstda_ccsc_m_eamphur_29,ต.ดอยฮาง,57000
nstda_ccsc_m_tambol_235,nstda_ccsc_m_eamphur_29,ต.ท่าสาย,57000
nstda_ccsc_m_tambol_236,nstda_ccsc_m_eamphur_29,ต.ท่าสุด,57100
nstda_ccsc_m_tambol_237,nstda_ccsc_m_eamphur_29,ต.นางแล,57100
nstda_ccsc_m_tambol_238,nstda_ccsc_m_eamphur_29,ต.บ้านดู่,57100
nstda_ccsc_m_tambol_239,nstda_ccsc_m_eamphur_29,ต.ป่าอ้อดอนชัย,57000
nstda_ccsc_m_tambol_240,nstda_ccsc_m_eamphur_29,ต.รอบเวียง,57000
nstda_ccsc_m_tambol_241,nstda_ccsc_m_eamphur_29,ต.ริมกก,57100
nstda_ccsc_m_tambol_242,nstda_ccsc_m_eamphur_29,ต.สันทราย,57000
nstda_ccsc_m_tambol_243,nstda_ccsc_m_eamphur_29,ต.ห้วยชมภู,57000
nstda_ccsc_m_tambol_244,nstda_ccsc_m_eamphur_29,ต.ห้วยสัก,57000
nstda_ccsc_m_tambol_245,nstda_ccsc_m_eamphur_30,ต.ดงมหาวัน,57210
nstda_ccsc_m_tambol_246,nstda_ccsc_m_eamphur_30,ต.ทุ่งก่อ,57210
nstda_ccsc_m_tambol_247,nstda_ccsc_m_eamphur_30,ต.ป่าซาง,57210
nstda_ccsc_m_tambol_248,nstda_ccsc_m_eamphur_31,ต.ท่าข้าม,57310
nstda_ccsc_m_tambol_249,nstda_ccsc_m_eamphur_31,ต.ปอ,57310
nstda_ccsc_m_tambol_250,nstda_ccsc_m_eamphur_31,ต.ม่วงยาย,57310
nstda_ccsc_m_tambol_251,nstda_ccsc_m_eamphur_31,ต.หล่ายงาว,57310
nstda_ccsc_m_tambol_252,nstda_ccsc_m_eamphur_32,ต.เมืองชุม,57210
nstda_ccsc_m_tambol_253,nstda_ccsc_m_eamphur_32,ต.เวียงเหนือ,57210
nstda_ccsc_m_tambol_254,nstda_ccsc_m_eamphur_32,ต.เวียงชัย,57210
nstda_ccsc_m_tambol_255,nstda_ccsc_m_eamphur_32,ต.ดอนศิลา,57210
nstda_ccsc_m_tambol_256,nstda_ccsc_m_eamphur_32,ต.ผางาม,57210
nstda_ccsc_m_tambol_257,nstda_ccsc_m_eamphur_33,ต.เวียง,57170
nstda_ccsc_m_tambol_258,nstda_ccsc_m_eamphur_33,ต.เวียงกาหลง,57260
nstda_ccsc_m_tambol_259,nstda_ccsc_m_eamphur_33,ต.แม่เจดีย์,57260
nstda_ccsc_m_tambol_260,nstda_ccsc_m_eamphur_33,ต.แม่เจดีย์ใหม่,57260
nstda_ccsc_m_tambol_261,nstda_ccsc_m_eamphur_33,ต.บ้านโป่ง,57170
nstda_ccsc_m_tambol_262,nstda_ccsc_m_eamphur_33,ต.ป่างิ้ว,57170
nstda_ccsc_m_tambol_263,nstda_ccsc_m_eamphur_33,ต.สันสลี,57170
nstda_ccsc_m_tambol_264,nstda_ccsc_m_eamphur_34,ต.แม่ไร่,57240
nstda_ccsc_m_tambol_265,nstda_ccsc_m_eamphur_34,ต.แม่คำ,57240
nstda_ccsc_m_tambol_266,nstda_ccsc_m_eamphur_34,ต.แม่จัน,57110
nstda_ccsc_m_tambol_267,nstda_ccsc_m_eamphur_34,ต.จอมสวรรค์,57110
nstda_ccsc_m_tambol_268,nstda_ccsc_m_eamphur_34,ต.จันจว้า,57270
nstda_ccsc_m_tambol_269,nstda_ccsc_m_eamphur_34,ต.จันจว้าใต้,57270
nstda_ccsc_m_tambol_270,nstda_ccsc_m_eamphur_34,ต.ท่าข้าวเปลือก,57110
nstda_ccsc_m_tambol_271,nstda_ccsc_m_eamphur_34,ต.ป่าซาง,57110
nstda_ccsc_m_tambol_272,nstda_ccsc_m_eamphur_34,ต.ป่าตึง,57110
nstda_ccsc_m_tambol_273,nstda_ccsc_m_eamphur_34,ต.ศรีค้ำ,57110
nstda_ccsc_m_tambol_274,nstda_ccsc_m_eamphur_34,ต.สันทราย,57110
nstda_ccsc_m_tambol_275,nstda_ccsc_m_eamphur_35,ต.เทอดไทย,57240
nstda_ccsc_m_tambol_276,nstda_ccsc_m_eamphur_35,ต.แม่ฟ้าหลวง,57240
nstda_ccsc_m_tambol_277,nstda_ccsc_m_eamphur_35,ต.แม่สลองใน,57110
nstda_ccsc_m_tambol_278,nstda_ccsc_m_eamphur_35,ต.แม่สลองนอก,57110
nstda_ccsc_m_tambol_279,nstda_ccsc_m_eamphur_36,ต.โป่งแพร่,57000
nstda_ccsc_m_tambol_280,nstda_ccsc_m_eamphur_36,ต.จอมหมอกแก้ว,57250
nstda_ccsc_m_tambol_281,nstda_ccsc_m_eamphur_36,ต.ดงมะดะ,57250
